CellId,StructureId/Name,save_reg_path,Gene,Location_intensity,Location,WellId,FOVId
115915,Adherens junctions,cell_images_3d/8d0a4f78_13612_115915_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13612
115916,Adherens junctions,cell_images_3d/375ad466_13612_115916_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13612
115919,Adherens junctions,cell_images_3d/8c00ef3c_13612_115919_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13612
115920,Adherens junctions,cell_images_3d/a6d753ca_13612_115920_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13612
115926,Adherens junctions,cell_images_3d/45dc1264_13616_115926_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13616
115927,Adherens junctions,cell_images_3d/566e9521_13616_115927_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13616
115928,Adherens junctions,cell_images_3d/d808970c_13616_115928_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13616
115929,Adherens junctions,cell_images_3d/654464a7_13616_115929_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13616
115930,Adherens junctions,cell_images_3d/33db8693_13616_115930_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13616
115932,Adherens junctions,cell_images_3d/cee7844f_13616_115932_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13616
115937,Adherens junctions,cell_images_3d/757de3ed_13591_115937_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13591
115938,Adherens junctions,cell_images_3d/21817552_13591_115938_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13591
115939,Adherens junctions,cell_images_3d/24d844d9_13591_115939_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13591
115940,Adherens junctions,cell_images_3d/569145a4_13591_115940_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13591
115942,Adherens junctions,cell_images_3d/49fac743_13591_115942_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13591
115943,Adherens junctions,cell_images_3d/d9e4524f_13591_115943_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13591
115945,Adherens junctions,cell_images_3d/08a19d96_13591_115945_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13591
115955,Adherens junctions,cell_images_3d/a7416a89_13574_115955_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13574
115957,Adherens junctions,cell_images_3d/a9f0917f_13574_115957_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13574
115960,Adherens junctions,cell_images_3d/4fbbd143_13574_115960_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13574
115961,Adherens junctions,cell_images_3d/dcca912f_13574_115961_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13574
115963,Adherens junctions,cell_images_3d/4316e996_13574_115963_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13574
115964,Adherens junctions,cell_images_3d/f590e88e_13574_115964_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13574
115967,Adherens junctions,cell_images_3d/20552971_13626_115967_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115968,Adherens junctions,cell_images_3d/f58d91b5_13626_115968_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115969,Adherens junctions,cell_images_3d/994e36a2_13626_115969_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115970,Adherens junctions,cell_images_3d/e198f4a6_13626_115970_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115971,Adherens junctions,cell_images_3d/b3d992d4_13626_115971_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115972,Adherens junctions,cell_images_3d/23a1ae21_13626_115972_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115973,Adherens junctions,cell_images_3d/6601cfa8_13626_115973_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115974,Adherens junctions,cell_images_3d/434d43fd_13626_115974_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115975,Adherens junctions,cell_images_3d/16549ec1_13626_115975_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13626
115976,Adherens junctions,cell_images_3d/cffa61b8_13618_115976_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13618
115977,Adherens junctions,cell_images_3d/0e28db06_13618_115977_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13618
115978,Adherens junctions,cell_images_3d/66de2cbe_13618_115978_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13618
115979,Adherens junctions,cell_images_3d/6d6ff2fc_13618_115979_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13618
115980,Adherens junctions,cell_images_3d/4df4bf2d_13618_115980_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13618
115981,Adherens junctions,cell_images_3d/bc12147f_13618_115981_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13618
116011,Adherens junctions,cell_images_3d/7ae25dc1_13611_116011_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13611
116012,Adherens junctions,cell_images_3d/c4f9573b_13611_116012_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13611
116013,Adherens junctions,cell_images_3d/d9327f2e_13611_116013_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13611
116015,Adherens junctions,cell_images_3d/a0e71e46_13611_116015_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13611
116017,Adherens junctions,cell_images_3d/26696028_13611_116017_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13611
116018,Adherens junctions,cell_images_3d/63927c05_13611_116018_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13611
116024,Adherens junctions,cell_images_3d/5c8c7e59_13603_116024_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13603
116026,Adherens junctions,cell_images_3d/6410c3f9_13603_116026_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13603
116027,Adherens junctions,cell_images_3d/b0c42534_13603_116027_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13603
116028,Adherens junctions,cell_images_3d/54aa2532_13603_116028_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13603
116029,Adherens junctions,cell_images_3d/8fe10779_13603_116029_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13603
116031,Adherens junctions,cell_images_3d/d0584cbd_13603_116031_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13603
116041,Adherens junctions,cell_images_3d/5d52ba4f_13583_116041_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13583
116042,Adherens junctions,cell_images_3d/91ab7adc_13583_116042_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13583
116045,Adherens junctions,cell_images_3d/215c38cd_13631_116045_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13631
116046,Adherens junctions,cell_images_3d/2dc8aed6_13631_116046_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13631
116047,Adherens junctions,cell_images_3d/2c19d954_13631_116047_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13631
116048,Adherens junctions,cell_images_3d/033b2a3e_13631_116048_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13631
116049,Adherens junctions,cell_images_3d/3b179135_13631_116049_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13631
116050,Adherens junctions,cell_images_3d/97d84fe3_13631_116050_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13631
116092,Adherens junctions,cell_images_3d/68f4e8b9_13630_116092_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116094,Adherens junctions,cell_images_3d/23ee36c5_13630_116094_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116095,Adherens junctions,cell_images_3d/05de0a5f_13630_116095_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116097,Adherens junctions,cell_images_3d/473cc7c5_13630_116097_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116099,Adherens junctions,cell_images_3d/642c4635_13630_116099_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116100,Adherens junctions,cell_images_3d/2b159686_13630_116100_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116101,Adherens junctions,cell_images_3d/dba1780b_13630_116101_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116102,Adherens junctions,cell_images_3d/78d902d9_13630_116102_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13630
116109,Adherens junctions,cell_images_3d/0b01ec2b_13572_116109_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13572
116113,Adherens junctions,cell_images_3d/2ac16cf6_13572_116113_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13572
116115,Adherens junctions,cell_images_3d/624b25b9_13586_116115_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13586
116116,Adherens junctions,cell_images_3d/a461549c_13586_116116_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13586
116118,Adherens junctions,cell_images_3d/a87bf808_13586_116118_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13586
116119,Adherens junctions,cell_images_3d/d60eec87_13586_116119_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13586
116121,Adherens junctions,cell_images_3d/541b2e96_13586_116121_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13586
116123,Adherens junctions,cell_images_3d/2c5da972_13579_116123_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116125,Adherens junctions,cell_images_3d/c8e54563_13579_116125_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116126,Adherens junctions,cell_images_3d/2930e7b3_13579_116126_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116127,Adherens junctions,cell_images_3d/cd860933_13579_116127_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116128,Adherens junctions,cell_images_3d/988b7ab0_13579_116128_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116129,Adherens junctions,cell_images_3d/94bdb3c0_13579_116129_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116131,Adherens junctions,cell_images_3d/0d199cc2_13579_116131_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116132,Adherens junctions,cell_images_3d/c516b622_13579_116132_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116133,Adherens junctions,cell_images_3d/7b123f21_13579_116133_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13579
116138,Adherens junctions,cell_images_3d/4583e4f9_13578_116138_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13578
116139,Adherens junctions,cell_images_3d/d3cad805_13578_116139_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13578
116140,Adherens junctions,cell_images_3d/fb6eaec8_13578_116140_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13578
116144,Adherens junctions,cell_images_3d/c70a3fc6_13592_116144_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13592
116146,Adherens junctions,cell_images_3d/254b27f5_13592_116146_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13592
116147,Adherens junctions,cell_images_3d/4c4bc94c_13592_116147_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13592
116148,Adherens junctions,cell_images_3d/ddcb3278_13592_116148_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13592
116149,Adherens junctions,cell_images_3d/cf7b1720_13592_116149_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13592
116151,Adherens junctions,cell_images_3d/21f126e7_13629_116151_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13629
116153,Adherens junctions,cell_images_3d/2efeacea_13629_116153_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13629
116154,Adherens junctions,cell_images_3d/df157656_13629_116154_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13629
116155,Adherens junctions,cell_images_3d/8a498c30_13629_116155_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13629
116159,Adherens junctions,cell_images_3d/74714cae_13605_116159_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13605
116160,Adherens junctions,cell_images_3d/50722abb_13605_116160_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13605
116161,Adherens junctions,cell_images_3d/88075c79_13605_116161_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13605
116163,Adherens junctions,cell_images_3d/736bfb10_13605_116163_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13605
116164,Adherens junctions,cell_images_3d/44f48a5c_13605_116164_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13605
116165,Adherens junctions,cell_images_3d/026f68e7_13605_116165_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13605
116166,Adherens junctions,cell_images_3d/7f5b0d72_13605_116166_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13605
116167,Adherens junctions,cell_images_3d/063847fb_13608_116167_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13608
116170,Adherens junctions,cell_images_3d/69b60a4a_13608_116170_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13608
116171,Adherens junctions,cell_images_3d/925f8a9c_13608_116171_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13608
116172,Adherens junctions,cell_images_3d/21e83376_13608_116172_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13608
116173,Adherens junctions,cell_images_3d/35316549_13608_116173_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13608
116174,Adherens junctions,cell_images_3d/40e4215d_13608_116174_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13608
116175,Adherens junctions,cell_images_3d/2f2e7d63_13608_116175_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13608
116176,Adherens junctions,cell_images_3d/2d11587d_13590_116176_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13590
116177,Adherens junctions,cell_images_3d/e1746f31_13590_116177_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13590
116178,Adherens junctions,cell_images_3d/0f08a76c_13590_116178_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13590
116179,Adherens junctions,cell_images_3d/bd939c49_13590_116179_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13590
116183,Adherens junctions,cell_images_3d/0665b4a3_13590_116183_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13590
116185,Adherens junctions,cell_images_3d/289589fd_13590_116185_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13590
116187,Adherens junctions,cell_images_3d/15fe07de_13590_116187_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13590
116188,Adherens junctions,cell_images_3d/1daf7aa7_13623_116188_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116189,Adherens junctions,cell_images_3d/ddc2dbad_13623_116189_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116191,Adherens junctions,cell_images_3d/179a8cc2_13623_116191_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116192,Adherens junctions,cell_images_3d/730b8ee9_13623_116192_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116194,Adherens junctions,cell_images_3d/a08fbd0e_13623_116194_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116195,Adherens junctions,cell_images_3d/e551db91_13623_116195_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116196,Adherens junctions,cell_images_3d/99c9fe6d_13623_116196_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116199,Adherens junctions,cell_images_3d/5ce9ca38_13623_116199_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13623
116201,Adherens junctions,cell_images_3d/fbbbdada_13588_116201_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13588
116202,Adherens junctions,cell_images_3d/891fe861_13588_116202_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13588
116205,Adherens junctions,cell_images_3d/a287d899_13588_116205_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13588
116206,Adherens junctions,cell_images_3d/59baf027_13588_116206_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13588
116207,Adherens junctions,cell_images_3d/58aac61a_13588_116207_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13588
116208,Adherens junctions,cell_images_3d/205907b1_13588_116208_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13588
116209,Adherens junctions,cell_images_3d/1bead9ed_13588_116209_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13588
116211,Adherens junctions,cell_images_3d/62ed6012_13625_116211_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13625
116214,Adherens junctions,cell_images_3d/963ba239_13625_116214_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13625
116223,Adherens junctions,cell_images_3d/d6ce3e9a_13614_116223_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13614
116225,Adherens junctions,cell_images_3d/f13d6fa9_13614_116225_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13614
116227,Adherens junctions,cell_images_3d/76cb9424_13596_116227_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13596
116228,Adherens junctions,cell_images_3d/f8c57a13_13596_116228_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13596
116231,Adherens junctions,cell_images_3d/9f3fa08b_13596_116231_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13596
116232,Adherens junctions,cell_images_3d/10592f7a_13596_116232_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13596
116235,Adherens junctions,cell_images_3d/3f372c00_13628_116235_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133515,13628
116237,Adherens junctions,cell_images_3d/bd995bab_13628_116237_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133515,13628
116242,Adherens junctions,cell_images_3d/96678a26_13628_116242_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133515,13628
116271,Adherens junctions,cell_images_3d/61a1684e_13604_116271_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13604
116273,Adherens junctions,cell_images_3d/06bb738b_13587_116273_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13587
116274,Adherens junctions,cell_images_3d/5ffdfa74_13587_116274_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13587
116285,Adherens junctions,cell_images_3d/6b68b379_13585_116285_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13585
116286,Adherens junctions,cell_images_3d/633ca647_13585_116286_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13585
116288,Adherens junctions,cell_images_3d/7ab63b40_13585_116288_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13585
116290,Adherens junctions,cell_images_3d/ab706840_13585_116290_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13585
116292,Adherens junctions,cell_images_3d/6260d6f6_13585_116292_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13585
116293,Adherens junctions,cell_images_3d/62329372_13585_116293_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13585
116295,Adherens junctions,cell_images_3d/5682288a_13585_116295_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13585
116299,Adherens junctions,cell_images_3d/0b532374_13581_116299_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13581
116300,Adherens junctions,cell_images_3d/28894fc0_13576_116300_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133515,13576
116302,Adherens junctions,cell_images_3d/ec60f153_13576_116302_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133515,13576
116305,Adherens junctions,cell_images_3d/de06b201_13607_116305_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13607
116309,Adherens junctions,cell_images_3d/96ad5229_13607_116309_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13607
116310,Adherens junctions,cell_images_3d/f4fea45c_13607_116310_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13607
116312,Adherens junctions,cell_images_3d/9664d893_13607_116312_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13607
116313,Adherens junctions,cell_images_3d/ae73632c_13607_116313_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13607
116314,Adherens junctions,cell_images_3d/af96837f_13607_116314_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13607
116318,Adherens junctions,cell_images_3d/c222952a_13593_116318_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13593
116321,Adherens junctions,cell_images_3d/c0bc4b7a_13593_116321_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13593
116324,Adherens junctions,cell_images_3d/d070fbdb_13593_116324_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133505,13593
116325,Adherens junctions,cell_images_3d/f9645411_13609_116325_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116327,Adherens junctions,cell_images_3d/48c1ae4a_13609_116327_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116328,Adherens junctions,cell_images_3d/b9a1081e_13609_116328_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116330,Adherens junctions,cell_images_3d/671e1fc2_13609_116330_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116331,Adherens junctions,cell_images_3d/3480b8b8_13609_116331_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116332,Adherens junctions,cell_images_3d/d493050e_13609_116332_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116333,Adherens junctions,cell_images_3d/c5d5d994_13609_116333_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116335,Adherens junctions,cell_images_3d/e3045eb8_13609_116335_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133506,13609
116342,Adherens junctions,cell_images_3d/5669939a_13622_116342_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133504,13622
116353,Adherens junctions,cell_images_3d/d7e2541d_13615_116353_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13615
116355,Adherens junctions,cell_images_3d/473c568b_13615_116355_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13615
116368,Adherens junctions,cell_images_3d/818db11e_13600_116368_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116370,Adherens junctions,cell_images_3d/8ba44899_13600_116370_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116371,Adherens junctions,cell_images_3d/f5587597_13600_116371_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116372,Adherens junctions,cell_images_3d/14e358c1_13600_116372_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116373,Adherens junctions,cell_images_3d/d818325d_13600_116373_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116374,Adherens junctions,cell_images_3d/29b68fd8_13600_116374_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116375,Adherens junctions,cell_images_3d/3d3764ef_13600_116375_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116378,Adherens junctions,cell_images_3d/8e178bdf_13600_116378_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133516,13600
116394,Adherens junctions,cell_images_3d/9f6c797f_13584_116394_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13584
116396,Adherens junctions,cell_images_3d/855e8aa2_13584_116396_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13584
116397,Adherens junctions,cell_images_3d/6d11e548_13584_116397_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13584
116399,Adherens junctions,cell_images_3d/3be8cf5a_13584_116399_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13584
116400,Adherens junctions,cell_images_3d/b7455877_13584_116400_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13584
116410,Adherens junctions,cell_images_3d/8f5d1ad4_13627_116410_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13627
116411,Adherens junctions,cell_images_3d/06c850c5_13627_116411_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13627
116412,Adherens junctions,cell_images_3d/bfd70830_13627_116412_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13627
116414,Adherens junctions,cell_images_3d/5a5a6a63_13627_116414_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13627
116420,Adherens junctions,cell_images_3d/7f66fd17_13627_116420_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13627
116425,Adherens junctions,cell_images_3d/70bcc013_13627_116425_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133517,13627
116426,Adherens junctions,cell_images_3d/b0c544e6_13624_116426_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13624
116427,Adherens junctions,cell_images_3d/cd8c9e1e_13624_116427_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13624
116428,Adherens junctions,cell_images_3d/adb4c74b_13624_116428_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13624
116429,Adherens junctions,cell_images_3d/1582c8e8_13624_116429_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133507,13624
116435,Adherens junctions,cell_images_3d/ebf53e7d_13751_116435_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133601,13751
116437,Adherens junctions,cell_images_3d/395a68c7_13751_116437_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133601,13751
116440,Adherens junctions,cell_images_3d/5bb83559_13751_116440_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133601,13751
116441,Adherens junctions,cell_images_3d/f6a77f9f_13751_116441_reg.tiff,CTNNB1,"[(9, 3), (16, 2)]",2,133601,13751
